,tig1,tig1len,tig1_freq,dir2,tig2,tig2len,tig2_freq,dir2,n_barcodes
9865,tig00001436_pilon_pilon,73035,33,f,tig00001213_pilon_pilon,90495,23,r,1
9866,tig00001213_pilon_pilon,90495,23,f,tig00001766_pilon_pilon,1059208,27,r,1
9867,tig00001766_pilon_pilon,1059208,27,f,tig00001213_pilon_pilon,90495,23,r,1
9868,tig00001216_pilon_pilon,1405927,3,r,tig00001397_pilon_pilon,5506756,35,r,1
9869,tig00001397_pilon_pilon,5506756,35,f,tig00001216_pilon_pilon,1405927,3,f,1
9870,tig00001219_pilon_pilon,86879,19,f,tig00001341_pilon_pilon,72046,51,r,1
9871,tig00001341_pilon_pilon,72046,51,f,tig00001219_pilon_pilon,86879,19,r,1
9872,tig00001219_pilon_pilon,86879,19,f,tig00001370_pilon_pilon,4744234,57,f,1
9873,tig00001370_pilon_pilon,4744234,57,r,tig00001219_pilon_pilon,86879,19,r,1
9874,tig00001219_pilon_pilon,86879,19,f,tig00001586_pilon_pilon,67617,25,r,1
9875,tig00001586_pilon_pilon,67617,25,f,tig00001219_pilon_pilon,86879,19,r,1
9876,tig00001219_pilon_pilon,86879,19,f,tig00001663_pilon_pilon,2797548,27,r,1
9877,tig00001663_pilon_pilon,2797548,27,f,tig00001219_pilon_pilon,86879,19,r,1
9878,tig00001219_pilon_pilon,86879,19,f,tig00001732_pilon_pilon,2332131,29,f,1
9879,tig00001732_pilon_pilon,2332131,29,r,tig00001219_pilon_pilon,86879,19,r,1
9880,tig00000096_pilon_pilon,73223,13,r,tig00001407_pilon_pilon,72985,21,r,1
9881,tig00001407_pilon_pilon,72985,21,f,tig00000096_pilon_pilon,73223,13,f,1
9882,tig00000096_pilon_pilon,73223,13,r,tig00001492_pilon_pilon,58150,13,r,1
9883,tig00001492_pilon_pilon,58150,13,f,tig00000096_pilon_pilon,73223,13,f,1
9884,tig00001220_pilon_pilon,52499,15,f,tig00001447_pilon_pilon,3946929,35,r,1
9885,tig00001447_pilon_pilon,3946929,35,f,tig00001220_pilon_pilon,52499,15,r,1
9886,tig00001220_pilon_pilon,52499,15,f,tig00001836_pilon_pilon,1617509,79,r,1
9887,tig00001836_pilon_pilon,1617509,79,f,tig00001220_pilon_pilon,52499,15,r,1
9888,tig00001223_pilon_pilon,5316564,4,f,tig00001399_pilon_pilon,4553363,62,r,2
9889,tig00001399_pilon_pilon,4553363,62,f,tig00001223_pilon_pilon,5316564,4,r,2
9890,tig00001225_pilon_pilon,63204,5,r,tig00001229_pilon_pilon,7109299,73,r,1
9891,tig00001229_pilon_pilon,7109299,73,f,tig00001225_pilon_pilon,63204,5,f,1
9892,tig00001226_pilon_pilon,79454,7,r,tig00001838_pilon_pilon,93925,87,f,1
9893,tig00001838_pilon_pilon,93925,87,r,tig00001226_pilon_pilon,79454,7,f,1
9894,tig00001229_pilon_pilon,7109299,73,f,tig00001252_pilon_pilon,105277,43,f,1
9895,tig00001252_pilon_pilon,105277,43,r,tig00001229_pilon_pilon,7109299,73,r,1
9896,tig00001229_pilon_pilon,7109299,73,f,tig00001293_pilon_pilon,57307,17,f,1
9897,tig00001293_pilon_pilon,57307,17,r,tig00001229_pilon_pilon,7109299,73,r,1
9898,tig00001229_pilon_pilon,7109299,73,r,tig00001662_pilon_pilon,364214,39,r,1
9899,tig00001662_pilon_pilon,364214,39,f,tig00001229_pilon_pilon,7109299,73,f,1
9900,tig00001229_pilon_pilon,7109299,73,f,tig00001717_pilon_pilon,2309812,57,r,1
9901,tig00001717_pilon_pilon,2309812,57,f,tig00001229_pilon_pilon,7109299,73,r,1
9902,tig00001229_pilon_pilon,7109299,73,f,tig00001838_pilon_pilon,93925,87,f,1
9903,tig00001838_pilon_pilon,93925,87,r,tig00001229_pilon_pilon,7109299,73,r,1
9904,tig00001230_pilon_pilon,46284,17,r,tig00001252_pilon_pilon,105277,43,f,1
9905,tig00001252_pilon_pilon,105277,43,r,tig00001230_pilon_pilon,46284,17,f,1
9906,tig00001233_pilon_pilon,66271,23,f,tig00001271_pilon_pilon,6547685,73,r,1
9907,tig00001271_pilon_pilon,6547685,73,f,tig00001233_pilon_pilon,66271,23,r,1
9908,tig00001233_pilon_pilon,66271,23,f,tig00001457_pilon_pilon,144580,73,r,1
9909,tig00001457_pilon_pilon,144580,73,f,tig00001233_pilon_pilon,66271,23,r,1
9910,tig00001233_pilon_pilon,66271,23,f,tig00001483_pilon_pilon,4106225,81,r,1
9911,tig00001483_pilon_pilon,4106225,81,f,tig00001233_pilon_pilon,66271,23,r,1
9912,tig00001239_pilon_pilon,95019,23,r,tig00001386_pilon_pilon,80889,49,r,1
9913,tig00001386_pilon_pilon,80889,49,f,tig00001239_pilon_pilon,95019,23,f,1
9914,tig00001239_pilon_pilon,95019,23,r,tig00001565_pilon_pilon,90372,23,r,1
9915,tig00001565_pilon_pilon,90372,23,f,tig00001239_pilon_pilon,95019,23,f,1
9916,tig00001239_pilon_pilon,95019,23,r,tig00001706_pilon_pilon,129746,37,f,1
9917,tig00001706_pilon_pilon,129746,37,r,tig00001239_pilon_pilon,95019,23,f,1
9918,tig00001239_pilon_pilon,95019,23,f,tig00001758_pilon_pilon,59921,37,r,1
9919,tig00001758_pilon_pilon,59921,37,f,tig00001239_pilon_pilon,95019,23,r,1
9920,tig00001239_pilon_pilon,95019,23,r,tig00001835_pilon_pilon,117157,57,f,1
9921,tig00001835_pilon_pilon,117157,57,r,tig00001239_pilon_pilon,95019,23,f,1
9922,tig00001240_pilon_pilon,66105,7,r,tig00000144_pilon_pilon,60954,11,r,1
9923,tig00000144_pilon_pilon,60954,11,f,tig00001240_pilon_pilon,66105,7,f,1
9924,tig00000097_pilon_pilon,59106,27,r,tig00001355_pilon_pilon,5820619,21,f,1
9925,tig00001355_pilon_pilon,5820619,21,r,tig00000097_pilon_pilon,59106,27,f,1
9926,tig00000097_pilon_pilon,59106,27,r,tig00001462_pilon_pilon,51901,17,r,1
9927,tig00001462_pilon_pilon,51901,17,f,tig00000097_pilon_pilon,59106,27,f,1
9928,tig00000097_pilon_pilon,59106,27,r,tig00001467_pilon_pilon,72544,17,r,1
9929,tig00001467_pilon_pilon,72544,17,f,tig00000097_pilon_pilon,59106,27,f,1
9930,tig00000097_pilon_pilon,59106,27,r,tig00001509_pilon_pilon,63252,7,r,1
9931,tig00001509_pilon_pilon,63252,7,f,tig00000097_pilon_pilon,59106,27,f,1
9932,tig00000097_pilon_pilon,59106,27,r,tig00001651_pilon_pilon,2987590,49,r,1
9933,tig00001651_pilon_pilon,2987590,49,f,tig00000097_pilon_pilon,59106,27,f,1
9934,tig00000097_pilon_pilon,59106,27,f,tig00000136_pilon_pilon,98323,21,r,1
9935,tig00000136_pilon_pilon,98323,21,f,tig00000097_pilon_pilon,59106,27,r,1
9936,tig00001241_pilon_pilon,72969,25,f,tig00001510_pilon_pilon,412688,51,f,1
9937,tig00001510_pilon_pilon,412688,51,r,tig00001241_pilon_pilon,72969,25,r,1
9938,tig00001241_pilon_pilon,72969,25,f,tig00001731_pilon_pilon,244689,17,r,1
9939,tig00001731_pilon_pilon,244689,17,f,tig00001241_pilon_pilon,72969,25,r,1
9940,tig00001241_pilon_pilon,72969,25,f,tig00001741_pilon_pilon,46154,3,f,1
9941,tig00001741_pilon_pilon,46154,3,r,tig00001241_pilon_pilon,72969,25,r,1
9942,tig00001241_pilon_pilon,72969,25,f,tig00000145_pilon_pilon,66889,25,f,1
9943,tig00000145_pilon_pilon,66889,25,r,tig00001241_pilon_pilon,72969,25,r,1
9944,tig00001245_pilon_pilon,240395,22,r,tig00001249_pilon_pilon,1823116,56,f,2
9945,tig00001249_pilon_pilon,1823116,56,r,tig00001245_pilon_pilon,240395,22,f,2
9946,tig00001246_pilon_pilon,52876,25,r,tig00001684_pilon_pilon,141368,57,f,1
9947,tig00001684_pilon_pilon,141368,57,r,tig00001246_pilon_pilon,52876,25,f,1
9948,tig00001246_pilon_pilon,52876,25,r,tig00001714_pilon_pilon,297440,39,f,1
9949,tig00001714_pilon_pilon,297440,39,r,tig00001246_pilon_pilon,52876,25,f,1
9950,tig00001247_pilon_pilon,61046,27,f,tig00001387_pilon_pilon,5422788,21,f,1
9951,tig00001387_pilon_pilon,5422788,21,r,tig00001247_pilon_pilon,61046,27,r,1
9952,tig00001247_pilon_pilon,61046,27,f,tig00001850_pilon_pilon,929366,53,r,1
9953,tig00001850_pilon_pilon,929366,53,f,tig00001247_pilon_pilon,61046,27,r,1
9954,tig00001249_pilon_pilon,1823116,57,r,tig00001270_pilon_pilon,81551,9,f,1
9955,tig00001270_pilon_pilon,81551,9,r,tig00001249_pilon_pilon,1823116,57,f,1
9956,tig00001249_pilon_pilon,1823116,57,r,tig00001318_pilon_pilon,39141,11,r,1
9957,tig00001318_pilon_pilon,39141,11,f,tig00001249_pilon_pilon,1823116,57,f,1
9958,tig00001249_pilon_pilon,1823116,47,f,tig00001526_pilon_pilon,3420687,67,r,11
9959,tig00001526_pilon_pilon,3420687,67,f,tig00001249_pilon_pilon,1823116,47,r,11
9960,tig00001249_pilon_pilon,1823116,57,f,tig00001613_pilon_pilon,103596,41,r,1
9961,tig00001613_pilon_pilon,103596,41,f,tig00001249_pilon_pilon,1823116,57,r,1
9962,tig00001249_pilon_pilon,1823116,57,f,tig00001645_pilon_pilon,106213,175,f,1
9963,tig00001645_pilon_pilon,106213,175,r,tig00001249_pilon_pilon,1823116,57,r,1
9964,tig00001249_pilon_pilon,1823116,57,r,tig00001826_pilon_pilon,76385,11,f,1
9965,tig00001826_pilon_pilon,76385,11,r,tig00001249_pilon_pilon,1823116,57,f,1
9966,tig00001250_pilon_pilon,93705,35,r,tig00001252_pilon_pilon,105277,43,f,1
9967,tig00001252_pilon_pilon,105277,43,r,tig00001250_pilon_pilon,93705,35,f,1
9968,tig00001250_pilon_pilon,93705,33,r,tig00001253_pilon_pilon,94115,35,f,3
9969,tig00001253_pilon_pilon,94115,35,r,tig00001250_pilon_pilon,93705,33,f,3
9970,tig00001250_pilon_pilon,93705,35,f,tig00000127_pilon_pilon,63004,9,r,1
9971,tig00000127_pilon_pilon,63004,9,f,tig00001250_pilon_pilon,93705,35,r,1
9972,tig00001250_pilon_pilon,93705,35,r,tig00001788_pilon_pilon,66335,39,f,1
9973,tig00001788_pilon_pilon,66335,39,r,tig00001250_pilon_pilon,93705,35,f,1
9974,tig00001252_pilon_pilon,105277,39,r,tig00001253_pilon_pilon,94115,33,f,5
9975,tig00001253_pilon_pilon,94115,33,r,tig00001252_pilon_pilon,105277,39,f,5
9976,tig00001252_pilon_pilon,105277,43,f,tig00001309_pilon_pilon,80629,11,r,1
9977,tig00001309_pilon_pilon,80629,11,f,tig00001252_pilon_pilon,105277,43,r,1
9978,tig00001252_pilon_pilon,105277,43,f,tig00001612_pilon_pilon,73552,27,f,1
9979,tig00001612_pilon_pilon,73552,27,r,tig00001252_pilon_pilon,105277,43,r,1
9980,tig00001253_pilon_pilon,94115,37,r,tig00001633_pilon_pilon,90758,43,r,1
9981,tig00001633_pilon_pilon,90758,43,f,tig00001253_pilon_pilon,94115,37,f,1
9982,tig00001253_pilon_pilon,94115,37,r,tig00001783_pilon_pilon,1934608,97,f,1
9983,tig00001783_pilon_pilon,1934608,97,r,tig00001253_pilon_pilon,94115,37,f,1
9984,tig00001253_pilon_pilon,94115,37,r,tig00001850_pilon_pilon,929366,53,f,1
9985,tig00001850_pilon_pilon,929366,53,r,tig00001253_pilon_pilon,94115,37,f,1
9986,tig00001255_pilon_pilon,81445,15,f,tig00001526_pilon_pilon,3420687,77,r,1
9987,tig00001526_pilon_pilon,3420687,77,f,tig00001255_pilon_pilon,81445,15,r,1
9988,tig00001255_pilon_pilon,81445,15,f,tig00001753_pilon_pilon,1834350,21,r,1
9989,tig00001753_pilon_pilon,1834350,21,f,tig00001255_pilon_pilon,81445,15,r,1
9990,tig00000098_pilon_pilon,93480,19,r,tig00001490_pilon_pilon,3195770,21,r,1
9991,tig00001490_pilon_pilon,3195770,21,f,tig00000098_pilon_pilon,93480,19,f,1
9992,tig00000098_pilon_pilon,93480,19,r,tig00001717_pilon_pilon,2309812,57,f,1
9993,tig00001717_pilon_pilon,2309812,57,r,tig00000098_pilon_pilon,93480,19,f,1
9994,tig00001256_pilon_pilon,56490,7,r,tig00001503_pilon_pilon,86370,11,r,1
9995,tig00001503_pilon_pilon,86370,11,f,tig00001256_pilon_pilon,56490,7,f,1
9996,tig00001259_pilon_pilon,70477,19,r,tig00001327_pilon_pilon,6030370,25,r,1
9997,tig00001327_pilon_pilon,6030370,25,f,tig00001259_pilon_pilon,70477,19,f,1
9998,tig00001261_pilon_pilon,99330,31,r,tig00000105_pilon_pilon,98072,15,f,1
9999,tig00000105_pilon_pilon,98072,15,r,tig00001261_pilon_pilon,99330,31,f,1
10000,tig00001261_pilon_pilon,99330,31,r,tig00001532_pilon_pilon,64529,27,r,1
10001,tig00001532_pilon_pilon,64529,27,f,tig00001261_pilon_pilon,99330,31,f,1
10002,tig00001261_pilon_pilon,99330,31,f,tig00001684_pilon_pilon,141368,57,f,1
10003,tig00001684_pilon_pilon,141368,57,r,tig00001261_pilon_pilon,99330,31,r,1
10004,tig00001261_pilon_pilon,99330,31,f,tig00000142_pilon_pilon,72721,11,r,1
10005,tig00000142_pilon_pilon,72721,11,f,tig00001261_pilon_pilon,99330,31,r,1
10006,tig00001263_pilon_pilon,74760,17,r,tig00001588_pilon_pilon,78395,17,r,1
10007,tig00001588_pilon_pilon,78395,17,f,tig00001263_pilon_pilon,74760,17,f,1
10008,tig00001264_pilon_pilon,69994,11,r,tig00001328_pilon_pilon,74138,9,f,1
10009,tig00001328_pilon_pilon,74138,9,r,tig00001264_pilon_pilon,69994,11,f,1
10010,tig00001264_pilon_pilon,69994,11,r,tig00001705_pilon_pilon,701051,17,f,1
10011,tig00001705_pilon_pilon,701051,17,r,tig00001264_pilon_pilon,69994,11,f,1
10012,tig00001265_pilon_pilon,6603940,26,f,tig00001490_pilon_pilon,3195770,14,r,8
10013,tig00001490_pilon_pilon,3195770,14,f,tig00001265_pilon_pilon,6603940,26,r,8
10014,tig00001265_pilon_pilon,6603940,33,r,tig00001695_pilon_pilon,1594479,9,f,1
10015,tig00001695_pilon_pilon,1594479,9,r,tig00001265_pilon_pilon,6603940,33,f,1
10016,tig00001267_pilon_pilon,72931,17,r,tig00001269_pilon_pilon,63337,13,r,3
10017,tig00001269_pilon_pilon,63337,13,f,tig00001267_pilon_pilon,72931,17,f,3
10018,tig00001267_pilon_pilon,72931,19,f,tig00000116_pilon_pilon,44521102,13,r,1
10019,tig00000116_pilon_pilon,44521102,13,f,tig00001267_pilon_pilon,72931,19,r,1
10020,tig00001268_pilon_pilon,68751,11,f,tig00001436_pilon_pilon,73035,33,r,1
10021,tig00001436_pilon_pilon,73035,33,f,tig00001268_pilon_pilon,68751,11,r,1
10022,tig00001268_pilon_pilon,68751,11,r,tig00001822_pilon_pilon,168006,1,f,1
10023,tig00001822_pilon_pilon,168006,1,r,tig00001268_pilon_pilon,68751,11,f,1
10024,tig00001269_pilon_pilon,63337,15,r,tig00001271_pilon_pilon,6547685,73,r,1
10025,tig00001271_pilon_pilon,6547685,73,f,tig00001269_pilon_pilon,63337,15,f,1
10026,tig00001269_pilon_pilon,63337,15,f,tig00001442_pilon_pilon,2448759,39,f,1
10027,tig00001442_pilon_pilon,2448759,39,r,tig00001269_pilon_pilon,63337,15,r,1
10028,tig00001270_pilon_pilon,81551,9,r,tig00001578_pilon_pilon,70919,15,r,1
10029,tig00001578_pilon_pilon,70919,15,f,tig00001270_pilon_pilon,81551,9,f,1
10030,tig00000008_pilon_pilon,61365,21,r,tig00001407_pilon_pilon,72985,21,f,1
10031,tig00001407_pilon_pilon,72985,21,r,tig00000008_pilon_pilon,61365,21,f,1
10032,tig00000008_pilon_pilon,61365,21,f,tig00000114_pilon_pilon,88152,25,f,1
10033,tig00000114_pilon_pilon,88152,25,r,tig00000008_pilon_pilon,61365,21,r,1
10034,tig00000008_pilon_pilon,61365,21,f,tig00000117_pilon_pilon,54593976,15,f,1
10035,tig00000117_pilon_pilon,54593976,15,r,tig00000008_pilon_pilon,61365,21,r,1
10036,tig00000008_pilon_pilon,61365,21,f,tig00001581_pilon_pilon,79960,15,r,1
10037,tig00001581_pilon_pilon,79960,15,f,tig00000008_pilon_pilon,61365,21,r,1
10038,tig00001271_pilon_pilon,6547685,71,f,tig00001272_pilon_pilon,66429,7,r,3
10039,tig00001272_pilon_pilon,66429,7,f,tig00001271_pilon_pilon,6547685,71,r,3
10040,tig00001271_pilon_pilon,6547685,73,f,tig00001360_pilon_pilon,616639,21,f,1
10041,tig00001360_pilon_pilon,616639,21,r,tig00001271_pilon_pilon,6547685,73,r,1
10042,tig00001271_pilon_pilon,6547685,73,r,tig00001510_pilon_pilon,412688,51,f,1
10043,tig00001510_pilon_pilon,412688,51,r,tig00001271_pilon_pilon,6547685,73,f,1
10044,tig00001271_pilon_pilon,6547685,73,r,tig00001523_pilon_pilon,80635,17,r,1
10045,tig00001523_pilon_pilon,80635,17,f,tig00001271_pilon_pilon,6547685,73,f,1
10046,tig00001271_pilon_pilon,6547685,62,f,tig00001676_pilon_pilon,2324597,46,f,12
10047,tig00001676_pilon_pilon,2324597,46,r,tig00001271_pilon_pilon,6547685,62,r,12
10048,tig00001271_pilon_pilon,6547685,73,f,tig00001680_pilon_pilon,75805,23,r,1
10049,tig00001680_pilon_pilon,75805,23,f,tig00001271_pilon_pilon,6547685,73,r,1
10050,tig00001271_pilon_pilon,6547685,73,f,tig00001835_pilon_pilon,117157,57,r,1
10051,tig00001835_pilon_pilon,117157,57,f,tig00001271_pilon_pilon,6547685,73,r,1
10052,tig00001272_pilon_pilon,66429,9,f,tig00001666_pilon_pilon,94547,27,f,1
10053,tig00001666_pilon_pilon,94547,27,r,tig00001272_pilon_pilon,66429,9,r,1
10054,tig00001272_pilon_pilon,66429,9,f,tig00001840_pilon_pilon,76877,25,r,1
10055,tig00001840_pilon_pilon,76877,25,f,tig00001272_pilon_pilon,66429,9,r,1
10056,tig00001273_pilon_pilon,6621204,19,r,tig00001659_pilon_pilon,62322,5,r,1
10057,tig00001659_pilon_pilon,62322,5,f,tig00001273_pilon_pilon,6621204,19,f,1
10058,tig00001273_pilon_pilon,6621204,19,r,tig00001731_pilon_pilon,244689,17,r,1
10059,tig00001731_pilon_pilon,244689,17,f,tig00001273_pilon_pilon,6621204,19,f,1
10060,tig00001273_pilon_pilon,6621204,19,r,tig00000145_pilon_pilon,66889,25,r,1
10061,tig00000145_pilon_pilon,66889,25,f,tig00001273_pilon_pilon,6621204,19,f,1
10062,tig00001276_pilon_pilon,92947,25,f,tig00001336_pilon_pilon,66745,3,r,1
10063,tig00001336_pilon_pilon,66745,3,f,tig00001276_pilon_pilon,92947,25,r,1
10064,tig00001276_pilon_pilon,92947,25,r,tig00000129_pilon_pilon,66869,21,r,1
10065,tig00000129_pilon_pilon,66869,21,f,tig00001276_pilon_pilon,92947,25,f,1
10066,tig00001276_pilon_pilon,92947,25,f,tig00001743_pilon_pilon,1947538,29,f,1
10067,tig00001743_pilon_pilon,1947538,29,r,tig00001276_pilon_pilon,92947,25,r,1
10068,tig00001282_pilon_pilon,70071,11,r,tig00001555_pilon_pilon,98024,27,r,1
10069,tig00001555_pilon_pilon,98024,27,f,tig00001282_pilon_pilon,70071,11,f,1
10070,tig00001283_pilon_pilon,51328,7,r,tig00001598_pilon_pilon,96999,25,r,1
10071,tig00001598_pilon_pilon,96999,25,f,tig00001283_pilon_pilon,51328,7,f,1
10072,tig00001283_pilon_pilon,51328,7,f,tig00001717_pilon_pilon,2309812,57,r,1
10073,tig00001717_pilon_pilon,2309812,57,f,tig00001283_pilon_pilon,51328,7,r,1
10074,tig00001283_pilon_pilon,51328,7,f,tig00001841_pilon_pilon,73269,15,r,1
10075,tig00001841_pilon_pilon,73269,15,f,tig00001283_pilon_pilon,51328,7,r,1
10076,tig00001289_pilon_pilon,6134400,8,r,tig00001299_pilon_pilon,64088,12,r,2
10077,tig00001299_pilon_pilon,64088,12,f,tig00001289_pilon_pilon,6134400,8,f,2
10078,tig00001289_pilon_pilon,6134400,9,f,tig00001563_pilon_pilon,3420101,33,f,1
10079,tig00001563_pilon_pilon,3420101,33,r,tig00001289_pilon_pilon,6134400,9,r,1
10080,tig00001289_pilon_pilon,6134400,9,r,tig00001827_pilon_pilon,1513155,15,r,1
10081,tig00001827_pilon_pilon,1513155,15,f,tig00001289_pilon_pilon,6134400,9,f,1
10082,tig00000101_pilon_pilon,74624,19,f,tig00001420_pilon_pilon,4220570,45,r,1
10083,tig00001420_pilon_pilon,4220570,45,f,tig00000101_pilon_pilon,74624,19,r,1
10084,tig00000101_pilon_pilon,74624,19,f,tig00001457_pilon_pilon,144580,73,f,1
10085,tig00001457_pilon_pilon,144580,73,r,tig00000101_pilon_pilon,74624,19,r,1
10086,tig00000101_pilon_pilon,74624,19,f,tig00000124_pilon_pilon,84161,17,f,1
10087,tig00000124_pilon_pilon,84161,17,r,tig00000101_pilon_pilon,74624,19,r,1
10088,tig00000101_pilon_pilon,74624,19,f,tig00001698_pilon_pilon,63040,21,f,1
10089,tig00001698_pilon_pilon,63040,21,r,tig00000101_pilon_pilon,74624,19,r,1
10090,tig00001293_pilon_pilon,57307,17,f,tig00001662_pilon_pilon,364214,39,f,1
10091,tig00001662_pilon_pilon,364214,39,r,tig00001293_pilon_pilon,57307,17,r,1
10092,tig00001293_pilon_pilon,57307,17,f,tig00000144_pilon_pilon,60954,11,r,1
10093,tig00000144_pilon_pilon,60954,11,f,tig00001293_pilon_pilon,57307,17,r,1
10094,tig00001296_pilon_pilon,6387966,65,r,tig00001590_pilon_pilon,62184,9,f,1
10095,tig00001590_pilon_pilon,62184,9,r,tig00001296_pilon_pilon,6387966,65,f,1
10096,tig00001299_pilon_pilon,64088,13,f,tig00001404_pilon_pilon,4977371,11,r,1
10097,tig00001404_pilon_pilon,4977371,11,f,tig00001299_pilon_pilon,64088,13,r,1
10098,tig00001303_pilon_pilon,44600,1,f,tig00001710_pilon_pilon,289470,93,f,1
10099,tig00001710_pilon_pilon,289470,93,r,tig00001303_pilon_pilon,44600,1,r,1
10100,tig00001309_pilon_pilon,80629,11,f,tig00000011_pilon_pilon,92100,27,f,1
10101,tig00000011_pilon_pilon,92100,27,r,tig00001309_pilon_pilon,80629,11,r,1
10102,tig00001311_pilon_pilon,99281,17,f,tig00001590_pilon_pilon,62184,9,f,1
10103,tig00001590_pilon_pilon,62184,9,r,tig00001311_pilon_pilon,99281,17,r,1
10104,tig00001314_pilon_pilon,73945,3,r,tig00001748_pilon_pilon,60359,9,f,1
10105,tig00001748_pilon_pilon,60359,9,r,tig00001314_pilon_pilon,73945,3,f,1
10106,tig00000105_pilon_pilon,98072,15,f,tig00001666_pilon_pilon,94547,27,r,1
10107,tig00001666_pilon_pilon,94547,27,f,tig00000105_pilon_pilon,98072,15,r,1
10108,tig00001315_pilon_pilon,81816,9,r,tig00001774_pilon_pilon,1951011,35,f,1
10109,tig00001774_pilon_pilon,1951011,35,r,tig00001315_pilon_pilon,81816,9,f,1
10110,tig00001316_pilon_pilon,49588,7,f,tig00001612_pilon_pilon,73552,27,f,1
10111,tig00001612_pilon_pilon,73552,27,r,tig00001316_pilon_pilon,49588,7,r,1
10112,tig00001317_pilon_pilon,5669104,19,r,tig00001500_pilon_pilon,76398,25,f,1
10113,tig00001500_pilon_pilon,76398,25,r,tig00001317_pilon_pilon,5669104,19,f,1
10114,tig00001317_pilon_pilon,5669104,19,r,tig00001850_pilon_pilon,929366,53,f,1
10115,tig00001850_pilon_pilon,929366,53,r,tig00001317_pilon_pilon,5669104,19,f,1
10116,tig00001321_pilon_pilon,65087,31,r,tig00001332_pilon_pilon,95279,31,r,1
10117,tig00001332_pilon_pilon,95279,31,f,tig00001321_pilon_pilon,65087,31,f,1
10118,tig00001321_pilon_pilon,65087,31,f,tig00001526_pilon_pilon,3420687,77,r,1
10119,tig00001526_pilon_pilon,3420687,77,f,tig00001321_pilon_pilon,65087,31,r,1
10120,tig00001321_pilon_pilon,65087,31,r,tig00000124_pilon_pilon,84161,17,r,1
10121,tig00000124_pilon_pilon,84161,17,f,tig00001321_pilon_pilon,65087,31,f,1
10122,tig00001321_pilon_pilon,65087,31,f,tig00001588_pilon_pilon,78395,17,f,1
10123,tig00001588_pilon_pilon,78395,17,r,tig00001321_pilon_pilon,65087,31,r,1
10124,tig00001321_pilon_pilon,65087,31,r,tig00001598_pilon_pilon,96999,25,f,1
10125,tig00001598_pilon_pilon,96999,25,r,tig00001321_pilon_pilon,65087,31,f,1
10126,tig00001321_pilon_pilon,65087,31,f,tig00001675_pilon_pilon,1466143,13,f,1
10127,tig00001675_pilon_pilon,1466143,13,r,tig00001321_pilon_pilon,65087,31,r,1
10128,tig00001321_pilon_pilon,65087,31,r,tig00001743_pilon_pilon,1947538,29,f,1
10129,tig00001743_pilon_pilon,1947538,29,r,tig00001321_pilon_pilon,65087,31,f,1
10130,tig00001322_pilon_pilon,57099,1,f,tig00001433_pilon_pilon,58181,3,f,1
10131,tig00001433_pilon_pilon,58181,3,r,tig00001322_pilon_pilon,57099,1,r,1
10132,tig00001324_pilon_pilon,5792244,11,r,tig00001755_pilon_pilon,1239263,59,f,1
10133,tig00001755_pilon_pilon,1239263,59,r,tig00001324_pilon_pilon,5792244,11,f,1
10134,tig00001327_pilon_pilon,6030370,25,f,tig00001642_pilon_pilon,51891,3,r,1
10135,tig00001642_pilon_pilon,51891,3,f,tig00001327_pilon_pilon,6030370,25,r,1
10136,tig00001328_pilon_pilon,74138,9,r,tig00001759_pilon_pilon,1664181,33,f,1
10137,tig00001759_pilon_pilon,1664181,33,r,tig00001328_pilon_pilon,74138,9,f,1
10138,tig00000108_pilon_pilon,75699,15,f,tig00000113_pilon_pilon,59245,31,f,1
10139,tig00000113_pilon_pilon,59245,31,r,tig00000108_pilon_pilon,75699,15,r,1
10140,tig00001332_pilon_pilon,95279,31,r,tig00001414_pilon_pilon,75899,29,f,1
10141,tig00001414_pilon_pilon,75899,29,r,tig00001332_pilon_pilon,95279,31,f,1
10142,tig00001332_pilon_pilon,95279,31,r,tig00001572_pilon_pilon,105335,29,f,1
10143,tig00001572_pilon_pilon,105335,29,r,tig00001332_pilon_pilon,95279,31,f,1
10144,tig00001332_pilon_pilon,95279,31,r,tig00001750_pilon_pilon,127068,25,r,1
10145,tig00001750_pilon_pilon,127068,25,f,tig00001332_pilon_pilon,95279,31,f,1
10146,tig00001332_pilon_pilon,95279,31,r,tig00001827_pilon_pilon,1513155,15,r,1
10147,tig00001827_pilon_pilon,1513155,15,f,tig00001332_pilon_pilon,95279,31,f,1
10148,tig00001337_pilon_pilon,209892,15,f,tig00001340_pilon_pilon,76709,33,f,1
10149,tig00001340_pilon_pilon,76709,33,r,tig00001337_pilon_pilon,209892,15,r,1
10150,tig00001337_pilon_pilon,209892,15,r,tig00001510_pilon_pilon,412688,51,f,1
10151,tig00001510_pilon_pilon,412688,51,r,tig00001337_pilon_pilon,209892,15,f,1
10152,tig00001338_pilon_pilon,130300,19,r,tig00001347_pilon_pilon,6077126,37,f,1
10153,tig00001347_pilon_pilon,6077126,37,r,tig00001338_pilon_pilon,130300,19,f,1
10154,tig00001338_pilon_pilon,130300,19,f,tig00000109_pilon_pilon,95946,27,f,1
10155,tig00000109_pilon_pilon,95946,27,r,tig00001338_pilon_pilon,130300,19,r,1
10156,tig00001338_pilon_pilon,130300,19,f,tig00001457_pilon_pilon,144580,73,f,1
10157,tig00001457_pilon_pilon,144580,73,r,tig00001338_pilon_pilon,130300,19,r,1
